Date,Description,Amount,Balance,Type,Source,Notes
2025-08-04,Popstand Inc Wire,1000.00,,Wire,083125 WellsFargo.pdf,Popstand wire
2025-08-04,Pwp Ecm A Lega Privacycom,-32.00,25544.30,Privacy.com,083125 WellsFargo.pdf,DUPLICATE - AUTOMATIQUE (LegalZoom)
2025-08-05,Stash Financial Stash Subs,-3.00,,ACH,083125 WellsFargo.pdf,Investment
2025-08-05,Freedom Mtg Pymts,-4502.67,21038.63,ACH,083125 WellsFargo.pdf,Mortgage payment
2025-08-06,Popstand Inc Wire,2000.00,,Wire,083125 WellsFargo.pdf,Popstand wire
2025-08-06,Stable Usestable.Com CA,-24.50,23014.13,Recurring,083125 WellsFargo.pdf,
2025-08-07,Pwp Amazon Mktp Privacycom,-32.16,22981.97,Privacy.com,083125 WellsFargo.pdf,
2025-08-08,Popstand Inc Wire,1250.00,,Wire,083125 WellsFargo.pdf,Popstand wire
2025-08-08,Pwp Amazon Mktp Privacycom,-107.24,24124.73,Privacy.com,083125 WellsFargo.pdf,
2025-08-11,Primo Brands/Water,-42.85,,Recurring,083125 WellsFargo.pdf,Water delivery
2025-08-11,Google One,-1.99,24079.89,Recurring,083125 WellsFargo.pdf,
2025-08-12,Tesla Subscription Palo Alto CA,-9.99,24069.90,Recurring,083125 WellsFargo.pdf,
2025-08-13,Netflix.Com,-24.99,24044.91,Recurring,083125 WellsFargo.pdf,
2025-08-15,ATT* Bill Payment,-187.44,23857.47,Recurring,083125 WellsFargo.pdf,Phone bill
2025-08-18,Popstand Inc Wire,1300.00,,Wire,083125 WellsFargo.pdf,Popstand wire
2025-08-18,Wal-Mart #5162 Santa Clarita CA,-78.23,,Purchase,083125 WellsFargo.pdf,
2025-08-18,Pwp Amazon.Com* Privacycom,-296.91,24782.33,Privacy.com,083125 WellsFargo.pdf,
2025-08-19,Tesla Supercharger,-9.98,24772.35,Purchase,083125 WellsFargo.pdf,
2025-08-20,Zelle From Mark D Cousineau Phone Bill,93.88,,Zelle,083125 WellsFargo.pdf,
2025-08-20,Popstand Inc Wire,1000.00,,Wire,083125 WellsFargo.pdf,Popstand wire
2025-08-20,Apple.Com/Bill,-2.99,25863.24,Recurring,083125 WellsFargo.pdf,
2025-08-21,Primo Brands/Water,-11.79,25851.45,Recurring,083125 WellsFargo.pdf,Water delivery
2025-08-25,Popstand Inc Wire,1500.00,,Wire,083125 WellsFargo.pdf,Popstand wire
2025-08-25,Pablochat Discord.Gg/Qy CA,-20.00,,Recurring,083125 WellsFargo.pdf,AUTOMATIQUE (Discord service)
2025-08-25,Zelle to Colato Marvin Notary,-65.00,,Zelle,083125 WellsFargo.pdf,Notary service
2025-08-25,Tesla Supercharger,-15.80,,Purchase,083125 WellsFargo.pdf,
2025-08-25,ATM Withdrawal Fillmore CA,-300.00,26950.65,Cash,083125 WellsFargo.pdf,
2025-08-26,Apple.Com/Bill,-19.99,26930.66,Recurring,083125 WellsFargo.pdf,
2025-08-27,Tesla Supercharger,-16.54,26914.12,Purchase,083125 WellsFargo.pdf,
2025-08-28,Sherman Oaks Valet Sherman Oaks CA,-11.60,26902.52,Purchase,083125 WellsFargo.pdf,
2025-08-29,Popstand Inc Wire,3500.00,,Wire,083125 WellsFargo.pdf,Popstand wire
2025-08-29,Audible Amzn.Com/Bill,-14.95,,Recurring,083125 WellsFargo.pdf,
2025-08-29,Interest Payment,0.22,30387.79,Interest,083125 WellsFargo.pdf,
