Date,Description,Amount,Balance,Type,Source,Notes
2025-03-03,Google *Gsuite_Fak CC@Google.Com CA,-57.60,,Recurring,033125 WellsFargo.pdf,DUPLICATE - AUTOMATIQUE (Google Workspace)
2025-03-03,Pwp Ecm A Lega Privacycom,-32.00,15081.49,Privacy.com,033125 WellsFargo.pdf,DUPLICATE - AUTOMATIQUE (LegalZoom)
2025-03-04,Stash Financial Stash Subs,-3.00,,ACH,033125 WellsFargo.pdf,Investment
2025-03-04,Freedom Mtg Pymts,-5282.11,9796.38,ACH,033125 WellsFargo.pdf,Mortgage payment
2025-03-05,Claude.Ai Subscrip Anthropic.Com CA,-20.00,,Recurring,033125 WellsFargo.pdf,Personal AI subscription
2025-03-05,Apple.Com/Bill,-20.99,9755.39,Recurring,033125 WellsFargo.pdf,
2025-03-06,Readyrefresh/Water,-9.64,,Recurring,033125 WellsFargo.pdf,Water delivery
2025-03-06,Apple.Com/Bill,-10.99,9734.76,Recurring,033125 WellsFargo.pdf,
2025-03-07,Popstand Inc Wire,1500.00,,Wire,033125 WellsFargo.pdf,Popstand wire
2025-03-07,Geico *Auto,-432.55,10802.21,Recurring,033125 WellsFargo.pdf,Auto insurance
2025-03-10,Apple.Com/Bill,-9.99,,Recurring,033125 WellsFargo.pdf,
2025-03-10,Google *Google One,-1.99,10790.23,Recurring,033125 WellsFargo.pdf,
2025-03-11,Apple.Com/Bill,-3.99,10786.24,Recurring,033125 WellsFargo.pdf,
2025-03-12,Tesla Subscription Palo Alto CA,-9.99,10776.25,Recurring,033125 WellsFargo.pdf,
2025-03-13,Netflix.Com,-24.99,10751.26,Recurring,033125 WellsFargo.pdf,
2025-03-14,Popstand Inc Wire,1500.00,12251.26,Wire,033125 WellsFargo.pdf,Popstand wire
2025-03-17,ATT* Bill Payment,-159.62,12091.64,Recurring,033125 WellsFargo.pdf,Phone bill
2025-03-20,Zelle From Laura Jean Cousineau,75.68,,Zelle,033125 WellsFargo.pdf,
2025-03-20,Apple.Com/Bill,-2.99,,Recurring,033125 WellsFargo.pdf,
2025-03-20,Apple.Com/Bill,-15.99,,Recurring,033125 WellsFargo.pdf,
2025-03-20,Pablochat Discord.Gg/Qy CA,-20.00,12128.34,Recurring,033125 WellsFargo.pdf,AUTOMATIQUE (Discord service)
2025-03-24,Popstand Inc Direct Dep,3003.67,,Direct Deposit,033125 WellsFargo.pdf,Popstand payroll
2025-03-24,Apple.Com/Bill,-3.99,15128.02,Recurring,033125 WellsFargo.pdf,
2025-03-25,Popstand Inc Wire,500.00,,Wire,033125 WellsFargo.pdf,Popstand wire
2025-03-25,Apple.Com/Bill,-6.99,15621.03,Recurring,033125 WellsFargo.pdf,
2025-03-27,Google *Youtubepre,-13.99,,Recurring,033125 WellsFargo.pdf,YouTube Premium
2025-03-27,Intuit *Qbooks Onl,-140.00,,Recurring,033125 WellsFargo.pdf,QuickBooks subscription
2025-03-27,Spotify,-19.99,,Recurring,033125 WellsFargo.pdf,
2025-03-27,Playstation Networ,-35.99,15411.06,Purchase,033125 WellsFargo.pdf,PlayStation
2025-03-28,Popstand Inc Wire,250.00,15661.06,Wire,033125 WellsFargo.pdf,Popstand wire
2025-03-31,Primo Brands/Water,-9.64,,Recurring,033125 WellsFargo.pdf,Water delivery
2025-03-31,Apple.Com/Bill,-25.97,,Purchase,033125 WellsFargo.pdf,
2025-03-31,Apple.Com/Bill,-3.99,,Purchase,033125 WellsFargo.pdf,
2025-03-31,Playstation Networ,-14.99,,Recurring,033125 WellsFargo.pdf,PlayStation subscription
2025-03-31,Interest Payment,0.11,15606.58,Interest,033125 WellsFargo.pdf,
