Date,Description,Amount,Balance,Type,Source,Notes
2025-09-02,Pwp Ecm A Lega Privacycom,-32.00,30355.79,Privacy.com,093025 WellsFargo.pdf,DUPLICATE - AUTOMATIQUE (LegalZoom)
2025-09-03,Stash Financial Stash Subs,-3.00,30352.79,ACH,093025 WellsFargo.pdf,Investment
2025-09-04,Freedom Mtg Pymts,-4502.67,25850.12,ACH,093025 WellsFargo.pdf,Mortgage payment
2025-09-05,Popstand Inc Wire,1500.00,,Wire,093025 WellsFargo.pdf,Popstand wire
2025-09-05,Walmart.Com,-171.58,27178.54,ACH,093025 WellsFargo.pdf,
2025-09-08,P6 Lax Smartparkin Los Angeles CA,-9.00,,Purchase,093025 WellsFargo.pdf,Airport parking
2025-09-08,Apple.Com/Bill,-99.99,,Purchase,093025 WellsFargo.pdf,
2025-09-08,Stable Usestable.Com CA,-24.50,,Recurring,093025 WellsFargo.pdf,
2025-09-08,So Cal Edison CO Bill Paymt,-741.41,26303.64,ACH,093025 WellsFargo.pdf,Electric utility
2025-09-09,Google One,-1.99,,Recurring,093025 WellsFargo.pdf,
2025-09-09,ATM Withdrawal Fillmore CA,-200.00,26101.65,Cash,093025 WellsFargo.pdf,
2025-09-12,Tesla Subscription Palo Alto CA,-9.99,26091.66,Recurring,093025 WellsFargo.pdf,
2025-09-15,Popstand Inc Wire,300.00,,Wire,093025 WellsFargo.pdf,Popstand wire
2025-09-15,Popstand Inc Wire,1500.00,,Wire,093025 WellsFargo.pdf,Popstand wire
2025-09-15,Primo Brands/Water,-29.97,,Recurring,093025 WellsFargo.pdf,Water delivery
2025-09-15,Netflix.Com,-24.99,,Recurring,093025 WellsFargo.pdf,
2025-09-15,Tesla Supercharger,-4.33,,Purchase,093025 WellsFargo.pdf,
2025-09-15,ATT* Bill Payment,-218.74,27613.63,Recurring,093025 WellsFargo.pdf,Phone bill
2025-09-16,Popstand Inc Wire,250.00,27863.63,Wire,093025 WellsFargo.pdf,Popstand wire
2025-09-17,Popstand Inc Wire,1500.00,,Wire,093025 WellsFargo.pdf,Popstand wire
2025-09-17,Tesla Supercharger,-4.57,,Purchase,093025 WellsFargo.pdf,
2025-09-17,Ford Motor Cr Fordcredit,-578.19,28780.87,ACH,093025 WellsFargo.pdf,Car payment
2025-09-18,Zelle From Mark D Cousineau,83.84,,Zelle,093025 WellsFargo.pdf,
2025-09-18,Coinbase Inc.,-4.99,28859.72,ACH,093025 WellsFargo.pdf,Crypto
2025-09-19,Tesla Supercharger,-7.54,28852.18,Purchase,093025 WellsFargo.pdf,
2025-09-22,Popstand Inc Wire,1000.00,,Wire,093025 WellsFargo.pdf,Popstand wire
2025-09-22,Apple.Com/Bill,-2.99,,Recurring,093025 WellsFargo.pdf,
2025-09-22,Tesla Supercharger,-11.54,,Purchase,093025 WellsFargo.pdf,
2025-09-22,W Hollywood Fb Los Angeles CA,-61.45,,Purchase,093025 WellsFargo.pdf,Restaurant
2025-09-22,Pci L712 Eastown Los Angeles CA,-25.00,,Purchase,093025 WellsFargo.pdf,Parking
2025-09-22,Tesla Supercharger,-11.97,,Purchase,093025 WellsFargo.pdf,
2025-09-22,Tesla Supercharger,-13.10,29726.13,Purchase,093025 WellsFargo.pdf,
2025-09-23,Pablochat Discord.Gg/Qy CA,-20.00,,Recurring,093025 WellsFargo.pdf,AUTOMATIQUE (Discord service)
2025-09-23,Tesla Supercharger,-10.01,,Purchase,093025 WellsFargo.pdf,
2025-09-23,Wholefds Val 10178 Santa Clarita CA,-58.58,,Purchase,093025 WellsFargo.pdf,Grocery
2025-09-23,Lowe's #1510 Santa Clarita CA,-116.25,29521.29,Purchase,093025 WellsFargo.pdf,
2025-09-24,Apple.Com/Bill,-45.98,29475.31,Recurring,093025 WellsFargo.pdf,
2025-09-25,Pwp Amazon Mktp Privacycom,-13.93,,Privacy.com,093025 WellsFargo.pdf,
2025-09-25,Pwp Amazon Reta Privacycom,-53.61,,Privacy.com,093025 WellsFargo.pdf,
2025-09-25,Pwp Amazon Reta Privacycom,-108.45,29299.32,Privacy.com,093025 WellsFargo.pdf,
2025-09-26,Apple.Com/Bill,-54.99,,Recurring,093025 WellsFargo.pdf,
2025-09-26,Apple.Com/Bill,-19.99,,Recurring,093025 WellsFargo.pdf,
2025-09-26,Micro Electronic 1100 Eas Tustin CA,-6.45,29217.89,Purchase,093025 WellsFargo.pdf,
2025-09-29,Tesla Supercharger,-11.99,,Purchase,093025 WellsFargo.pdf,
2025-09-29,Tesla Supercharger,-14.47,,Purchase,093025 WellsFargo.pdf,
2025-09-29,Ruth's Chris 02273 Irvine CA,-153.23,,Purchase,093025 WellsFargo.pdf,Restaurant
2025-09-29,Tesla Supercharger,-12.96,,Purchase,093025 WellsFargo.pdf,
2025-09-29,Tesla Supercharger,-12.85,,Purchase,093025 WellsFargo.pdf,
2025-09-29,Audible Amzn.Com/Bill,-14.95,28997.44,Recurring,093025 WellsFargo.pdf,
2025-09-30,Paseo Centrico Ten Anaheim CA,-70.64,,Purchase,093025 WellsFargo.pdf,Restaurant
2025-09-30,Self Parking - Dtd Anaheim CA,-10.00,,Purchase,093025 WellsFargo.pdf,Parking
2025-09-30,Tesla Supercharger,-10.79,,Purchase,093025 WellsFargo.pdf,
2025-09-30,Interest Payment,0.23,28906.24,Interest,093025 WellsFargo.pdf,
