Date,Description,Amount,Balance,Type,Source,Notes
2025-02-03,The Home Depot #10 Santa Clarita CA,-7.08,,Purchase,022825 WellsFargo.pdf,
2025-02-03,Vons #2442 Fillmore CA,-93.54,,Purchase,022825 WellsFargo.pdf,
2025-02-03,DD *Doordashdashpa Doordash.Com CA,-9.99,,Purchase,022825 WellsFargo.pdf,
2025-02-03,Wholefds Val 10178 Santa Clarita CA,-23.15,,Purchase,022825 WellsFargo.pdf,
2025-02-03,The Home Depot #10 Santa Clarita CA,-163.38,,Purchase,022825 WellsFargo.pdf,
2025-02-03,Google Gsuite_Fake 650-2530000 CA,-57.60,,Recurring,022825 WellsFargo.pdf,DUPLICATE - AUTOMATIQUE (Google Workspace)
2025-02-03,Vons #2442 Fillmore CA,-19.79,,Purchase,022825 WellsFargo.pdf,
2025-02-03,Pwp Ecm A Lega Privacycom,-32.00,15461.37,Privacy.com,022825 WellsFargo.pdf,DUPLICATE - AUTOMATIQUE (LegalZoom)
2025-02-04,Stash Financial Stash Subs,-3.00,,ACH,022825 WellsFargo.pdf,Investment
2025-02-04,Freedom Mtg Pymts,-5282.11,10176.26,ACH,022825 WellsFargo.pdf,Mortgage payment
2025-02-05,Vons #2442 Fillmore CA,-13.29,,Purchase,022825 WellsFargo.pdf,
2025-02-05,Claude.Ai Subscrip Anthropic.Com CA,-20.00,,Recurring,022825 WellsFargo.pdf,Personal AI subscription
2025-02-05,Apple.Com/Bill,-20.99,,Recurring,022825 WellsFargo.pdf,
2025-02-05,Smoke 4 Less Fillmore CA,-44.26,10077.72,Purchase,022825 WellsFargo.pdf,
2025-02-06,Apple.Com/Bill,-10.99,,Recurring,022825 WellsFargo.pdf,
2025-02-06,Pops Auto Repair Santa Paula CA,-25.94,,Purchase,022825 WellsFargo.pdf,Auto repair
2025-02-06,Wholefds Val 10178 Santa Clarita CA,-10.35,,Purchase,022825 WellsFargo.pdf,
2025-02-06,Wholefds Val 10178 Santa Clarita CA,-2.47,10027.97,Purchase,022825 WellsFargo.pdf,
2025-02-07,Readyrefresh/Water,-9.64,,Recurring,022825 WellsFargo.pdf,Water delivery
2025-02-07,Vons #2442 Fillmore CA,-33.22,,Purchase,022825 WellsFargo.pdf,
2025-02-07,Geico *Auto,-434.31,,Recurring,022825 WellsFargo.pdf,Auto insurance
2025-02-07,Apple.Com/Bill,-9.99,,Recurring,022825 WellsFargo.pdf,
2025-02-07,Tesla Supercharger,-19.50,,Purchase,022825 WellsFargo.pdf,
2025-02-07,Wholefds Val 10178 Santa Clarita CA,-7.40,,Purchase,022825 WellsFargo.pdf,
2025-02-07,Wholefds Val 10178 Santa Clarita CA,-13.35,,Purchase,022825 WellsFargo.pdf,
2025-02-07,Sq *Philz Coffee Glendale CA,-12.54,9488.02,Purchase,022825 WellsFargo.pdf,
2025-02-10,Apple Store #R451 Glendale CA,-220.44,,Purchase,022825 WellsFargo.pdf,
2025-02-10,Tst*Bacari - Glend Glendale CA,-77.09,,Purchase,022825 WellsFargo.pdf,
2025-02-10,Apple.Com/Bill,-9.99,,Purchase,022825 WellsFargo.pdf,
2025-02-10,Google *Google One,-1.99,,Recurring,022825 WellsFargo.pdf,
2025-02-10,Wholefds Oxn #1031 Oxnard CA,-14.70,,Purchase,022825 WellsFargo.pdf,
2025-02-10,Tesla Supercharger,-12.60,,Purchase,022825 WellsFargo.pdf,
2025-02-10,Wholefds Oxn #1031 Oxnard CA,-43.75,,Purchase,022825 WellsFargo.pdf,
2025-02-10,Uber *Eats Help.Uber.Com CA,-37.37,,Purchase,022825 WellsFargo.pdf,
2025-02-10,Tocaya Century Cit Los Angeles CA,-31.79,,Purchase,022825 WellsFargo.pdf,
2025-02-10,Levi's Store 129 Los Angeles CA,-107.32,,Purchase,022825 WellsFargo.pdf,
2025-02-10,Sq *Blue Bottle CO Century City CA,-55.75,,Purchase,022825 WellsFargo.pdf,
2025-02-10,H&M 0440Los Angel Los Angeles CA,-19.69,,Purchase,022825 WellsFargo.pdf,
2025-02-10,Levi's Store 129 Los Angeles CA,-152.20,,Purchase,022825 WellsFargo.pdf,
2025-02-10,Gelson's Markets # Los Angeles CA,-15.25,,Purchase,022825 WellsFargo.pdf,
2025-02-10,Laz Parking M17880 Los Angeles CA,-32.00,,Purchase,022825 WellsFargo.pdf,
2025-02-10,Wholefds Val 10178 Santa Clarita CA,-79.28,8576.81,Purchase,022825 WellsFargo.pdf,
2025-02-11,USPS PO 0526940089 Fillmore CA,-9.90,,Purchase,022825 WellsFargo.pdf,
2025-02-11,Arco #42837 Ampm Castaic CA,-6.93,8559.98,Purchase,022825 WellsFargo.pdf,Gas
2025-02-12,Popstand Inc Direct Dep,4098.86,,Direct Deposit,022825 WellsFargo.pdf,Popstand payroll
2025-02-12,Vons #2442 Fillmore CA,-46.04,,Purchase,022825 WellsFargo.pdf,
2025-02-12,Ralph's #0084 Castaic CA,-6.99,,Purchase,022825 WellsFargo.pdf,
2025-02-12,USPS PO 0526940089 Fillmore CA,-35.50,,Purchase,022825 WellsFargo.pdf,
