Date,Description,Amount,Balance,Type,Source,Notes
2025-12-01,Vons #1913 Oxnard CA,-39.67,,Purchase,123125 WellsFargo.pdf,Grocery
2025-12-01,Amazon Mktpl*Bb7N3,-44.25,,Purchase,123125 WellsFargo.pdf,
2025-12-01,Amazon Mktpl*B268X,-45.36,,Purchase,123125 WellsFargo.pdf,
2025-12-01,Audible*Bb9C55Tp2 Amzn.Com/Bill,-14.95,,Recurring,123125 WellsFargo.pdf,
2025-12-01,Kindle Unltd*Bb29A,-11.99,,Recurring,123125 WellsFargo.pdf,
2025-12-01,Amazon Mktpl*Bb539,-21.44,31393.32,Purchase,123125 WellsFargo.pdf,
2025-12-02,Geico *Auto,-255.00,,Recurring,123125 WellsFargo.pdf,Auto insurance
2025-12-02,The Home Depot #1055 Santa Clarita CA,-54.81,,Purchase,123125 WellsFargo.pdf,
2025-12-02,USPS PO 05269400 Fillmore CA,-6.37,,Purchase,123125 WellsFargo.pdf,Postage
2025-12-02,Pwp Ecm A Lega Privacycom,-32.00,31045.14,Privacy.com,123125 WellsFargo.pdf,DUPLICATE - AUTOMATIQUE (LegalZoom)
2025-12-03,Popstand Inc Payroll,1139.37,,Direct Deposit,123125 WellsFargo.pdf,Popstand payroll
2025-12-03,Vons.Com #2442,-41.77,,Purchase,123125 WellsFargo.pdf,Grocery
2025-12-03,Wholefds Val 10178 Santa Clarita CA,-46.27,,Purchase,123125 WellsFargo.pdf,Grocery
2025-12-03,Amazon Mktpl*Bi4E6,-5.35,,Purchase,123125 WellsFargo.pdf,
2025-12-03,Amazon Mktpl*Bb366,-53.61,,Purchase,123125 WellsFargo.pdf,
2025-12-03,Stash Financial Stash Subs,-3.00,32034.51,ACH,123125 WellsFargo.pdf,Investment
2025-12-04,Primo Brands/Water,-42.76,,Recurring,123125 WellsFargo.pdf,Water delivery
2025-12-04,Wholefds Val 10178 Santa Clarita CA,-70.76,,Purchase,123125 WellsFargo.pdf,Grocery
2025-12-04,Wholefds Val 10178 Santa Clarita CA,-5.04,,Purchase,123125 WellsFargo.pdf,Grocery
2025-12-04,Wholefds Val 10178 Santa Clarita CA,-3.36,,Purchase,123125 WellsFargo.pdf,Grocery
2025-12-04,Wholefds Val 10178 Santa Clarita CA,-6.00,31906.59,Purchase,123125 WellsFargo.pdf,Grocery
2025-12-05,Sq *Blue Bottle CO Pasadena CA,-8.75,,Purchase,123125 WellsFargo.pdf,Coffee
2025-12-05,Freedom Mtg Pymts,-4502.67,27395.17,ACH,123125 WellsFargo.pdf,Mortgage payment
2025-12-08,Shell Oil 10008418 Valencia CA,-102.35,,Purchase,123125 WellsFargo.pdf,Gas
2025-12-08,Amazon Mktpl*Bi9Bw,-8.46,,Purchase,123125 WellsFargo.pdf,
2025-12-08,Amazon Mktpl*Bi7Sr,-12.74,,Purchase,123125 WellsFargo.pdf,
2025-12-08,Wholefds Pas 10108 Pasadena CA,-2.91,,Purchase,123125 WellsFargo.pdf,Grocery
2025-12-08,Sees Candy 0186 Arcadia CA,-11.50,,Purchase,123125 WellsFargo.pdf,
2025-12-08,Amazon Mktpl*Bi5Xs,-6.92,,Purchase,123125 WellsFargo.pdf,
2025-12-08,Stable Usestable.Com CA,-24.50,,Recurring,123125 WellsFargo.pdf,
2025-12-08,Amazon Mktpl*Bw6Lo,-8.93,,Purchase,123125 WellsFargo.pdf,
2025-12-08,Amazon Mktpl*Bi2E2,-52.12,,Purchase,123125 WellsFargo.pdf,
2025-12-08,Vons.Com #2442,-120.79,,Purchase,123125 WellsFargo.pdf,Grocery
2025-12-08,Apple.Com/Bill,-12.99,,Recurring,123125 WellsFargo.pdf,
2025-12-08,Sq *Philz Coffee Valencia CA,-8.10,,Purchase,123125 WellsFargo.pdf,Coffee
2025-12-08,Wholefds Val 10178 Santa Clarita CA,-12.51,,Purchase,123125 WellsFargo.pdf,Grocery
2025-12-08,Amazon Mktpl*Bi1Y2,-182.31,,Purchase,123125 WellsFargo.pdf,
2025-12-08,Target T-0257 Valencia CA,-170.19,,Purchase,123125 WellsFargo.pdf,
2025-12-08,Zelle to Srds Cpas Retainer Tax,-500.00,,Zelle,123125 WellsFargo.pdf,CPA retainer
2025-12-08,Pwp Hinge.CO Privacycom,-24.99,,Privacy.com,123125 WellsFargo.pdf,Dating app
2025-12-08,Pwp Hinge.CO Privacycom,-99.99,,Privacy.com,123125 WellsFargo.pdf,Dating app
2025-12-08,Pwp Hinge.CO Privacycom,-99.99,25932.88,Privacy.com,123125 WellsFargo.pdf,Dating app
2025-12-09,Google*Google One,-1.99,,Recurring,123125 WellsFargo.pdf,
2025-12-09,Google *Youtubepre,-13.99,,Recurring,123125 WellsFargo.pdf,YouTube Premium
2025-12-09,Apple.Com/Bill,-22.99,25893.91,Recurring,123125 WellsFargo.pdf,
2025-12-10,Vons.Com #2442,-46.18,,Purchase,123125 WellsFargo.pdf,Grocery
2025-12-10,Enchant LA,-71.00,,Purchase,123125 WellsFargo.pdf,Entertainment
2025-12-10,Tesla Supercharger,-16.33,,Purchase,123125 WellsFargo.pdf,
2025-12-10,Chevron 0305025 Valencia CA,-9.00,,Purchase,123125 WellsFargo.pdf,Gas
2025-12-10,Wholefds Pas 10108 Pasadena CA,-9.37,,Purchase,123125 WellsFargo.pdf,Grocery
2025-12-10,Spotify,-19.99,,Recurring,123125 WellsFargo.pdf,
2025-12-10,Tesla Supercharger,-11.57,,Purchase,123125 WellsFargo.pdf,
2025-12-10,Vans Commerce Commerce CA,-104.98,,Purchase,123125 WellsFargo.pdf,Clothing
2025-12-10,McDonald's F4373 Commerce CA,-5.72,25599.77,Purchase,123125 WellsFargo.pdf,
2025-12-11,Santa Anita Park Arcadia CA,-16.96,25582.81,Purchase,123125 WellsFargo.pdf,Entertainment
2025-12-12,Sees Candy 1714 Glendale CA,-26.00,,Purchase,123125 WellsFargo.pdf,
2025-12-12,Cheesecake Glendal Glendale CA,-61.22,,Purchase,123125 WellsFargo.pdf,Restaurant
2025-12-12,AMC 0451 Americana Glendale CA,-50.36,,Purchase,123125 WellsFargo.pdf,Movies
2025-12-12,Amazon Mktpl*D24Gj,-58.97,,Purchase,123125 WellsFargo.pdf,
2025-12-12,Laz Parking M17235 Glendale CA,-21.00,,Purchase,123125 WellsFargo.pdf,Parking
2025-12-12,Amazon Reta* 4I950,-150.15,,Purchase,123125 WellsFargo.pdf,
2025-12-12,Tesla Subscription Palo Alto CA,-9.99,,Recurring,123125 WellsFargo.pdf,
2025-12-12,Netflix 1,-24.99,25180.13,Recurring,123125 WellsFargo.pdf,
2025-12-15,Amazon.Com*863Eb8H,-64.22,,Purchase,123125 WellsFargo.pdf,
2025-12-15,Vons.Com #2442,-42.19,,Purchase,123125 WellsFargo.pdf,Grocery
2025-12-15,Amazon Tips*004Zt0,-5.00,,Purchase,123125 WellsFargo.pdf,
2025-12-15,Apple.Com/Bill,-3.99,,Recurring,123125 WellsFargo.pdf,
2025-12-15,ATT* Bill Payment,-209.27,,Recurring,123125 WellsFargo.pdf,Phone bill
2025-12-15,Pwp Hinge.CO Privacycom,-24.99,24830.47,Privacy.com,123125 WellsFargo.pdf,Dating app
2025-12-16,Popstand Inc Wire,250.00,,Wire,123125 WellsFargo.pdf,Popstand wire
2025-12-16,Amazon Mktpl*4863J,-165.15,24915.32,Purchase,123125 WellsFargo.pdf,
2025-12-17,Zelle From Mark D Cousineau,83.90,,Zelle,123125 WellsFargo.pdf,
2025-12-17,Blink Amzn.Com/Bill,-11.99,24987.23,Recurring,123125 WellsFargo.pdf,
2025-12-18,Wholefds Ffx 10177 Los Angeles CA,-24.35,,Purchase,123125 WellsFargo.pdf,Grocery
2025-12-18,Target T-3258 Orange CA,-17.44,,Purchase,123125 WellsFargo.pdf,
2025-12-18,Tesla Supercharger,-14.78,,Purchase,123125 WellsFargo.pdf,
2025-12-18,7-Eleven Valencia CA,-11.33,,Purchase,123125 WellsFargo.pdf,
2025-12-18,Ford Motor Cr Fordcredit,-1156.38,,ACH,123125 WellsFargo.pdf,Car payment (double)
2025-12-18,Coinbase.Com,-4.99,23757.96,ACH,123125 WellsFargo.pdf,Crypto
2025-12-19,Popstand Inc Payroll,3373.36,,Direct Deposit,123125 WellsFargo.pdf,Popstand payroll
2025-12-19,Cheesecake Irvine Irvine CA,-24.10,,Purchase,123125 WellsFargo.pdf,Restaurant
2025-12-19,Tesla Supercharger,-8.24,,Purchase,123125 WellsFargo.pdf,
2025-12-19,Amazon Mktpl*OD7Tz,-182.33,,Purchase,123125 WellsFargo.pdf,
2025-12-19,Apple.Com/Bill,-8.97,26907.68,Purchase,123125 WellsFargo.pdf,
2025-12-22,Vons #2442 Fillmore CA,-34.52,,Purchase,123125 WellsFargo.pdf,Grocery
2025-12-22,Apple.Com/Bill,-2.99,,Recurring,123125 WellsFargo.pdf,
2025-12-22,Pablochat Discord.Gg/Qy CA,-20.00,,Recurring,123125 WellsFargo.pdf,AUTOMATIQUE (Discord service)
2025-12-22,Amazon Reta* U86Iq,-107.24,,Purchase,123125 WellsFargo.pdf,
2025-12-22,Amazon.Com*Nz61V4O,-135.74,,Purchase,123125 WellsFargo.pdf,
2025-12-22,Amzn Digital*Lc5Y1,-16.99,,Purchase,123125 WellsFargo.pdf,
2025-12-22,Amazon Tips*D873Q7,-7.00,,Purchase,123125 WellsFargo.pdf,
2025-12-22,Wholefds Val 10178 Santa Clarita CA,-32.63,,Purchase,123125 WellsFargo.pdf,Grocery
2025-12-22,Wholefds Val 10178 Santa Clarita CA,-15.38,,Purchase,123125 WellsFargo.pdf,Grocery
2025-12-22,Pwp Hinge.CO Privacycom,-24.99,26510.20,Privacy.com,123125 WellsFargo.pdf,Dating app
2025-12-23,Tesla Supercharger,-8.27,,Purchase,123125 WellsFargo.pdf,
2025-12-23,Pwp Hinge.CO Privacycom,-99.99,26401.94,Privacy.com,123125 WellsFargo.pdf,Dating app
2025-12-24,Tst* Meizhou Dongp Century City CA,-32.39,,Purchase,123125 WellsFargo.pdf,Restaurant
2025-12-24,Laz Parking M17880 Los Angeles CA,-17.00,,Purchase,123125 WellsFargo.pdf,Parking
2025-12-24,Sq *Somisomi Los Angeles CA,-6.00,,Purchase,123125 WellsFargo.pdf,
2025-12-24,Tesla Supercharger,-13.40,,Purchase,123125 WellsFargo.pdf,
2025-12-24,Lumen Parking Los Angeles CA,-6.00,26327.15,Purchase,123125 WellsFargo.pdf,Parking
2025-12-26,Apple.Com/Bill,-9.98,,Purchase,123125 WellsFargo.pdf,
2025-12-26,Vons #2442 Fillmore CA,-44.25,,Purchase,123125 WellsFargo.pdf,Grocery
2025-12-26,Vons #2442 Fillmore CA,-27.45,,Purchase,123125 WellsFargo.pdf,Grocery
2025-12-26,Apple.Com/Bill,-19.99,,Recurring,123125 WellsFargo.pdf,
2025-12-26,Amazon Prime*Ft3Gb,-2.99,,Purchase,123125 WellsFargo.pdf,
2025-12-26,Pwp Hinge.CO Privacycom,-99.99,26122.50,Privacy.com,123125 WellsFargo.pdf,Dating app
2025-12-29,Primo Brands/Water,-42.76,,Recurring,123125 WellsFargo.pdf,Water delivery
2025-12-29,Wholefds Val 10178 Santa Clarita CA,-12.98,,Purchase,123125 WellsFargo.pdf,Grocery
