Date,Description,Amount,Balance,Type,Source,Notes
2025-10-02,Popstand Inc Wire,1750.00,,Wire,103125 WellsFargo.pdf,Popstand wire
2025-10-02,Pwp Ecm A Lega Privacycom,-32.00,,Privacy.com,103125 WellsFargo.pdf,DUPLICATE - AUTOMATIQUE (LegalZoom)
2025-10-02,Pwp Amazon Mktp Privacycom,-339.85,30284.39,Privacy.com,103125 WellsFargo.pdf,
2025-10-03,H2Go Car Wash - Hb Huntington Be CA,-20.00,,Purchase,103125 WellsFargo.pdf,Car wash
2025-10-03,Tesla Supercharger,-17.10,,Purchase,103125 WellsFargo.pdf,
2025-10-03,Wholefds Jam 10231 Tustin CA,-21.02,,Purchase,103125 WellsFargo.pdf,Grocery
2025-10-03,Stash Financial Stash Subs,-3.00,,ACH,103125 WellsFargo.pdf,Investment
2025-10-03,Pwp Amazon Mktp Privacycom,-180.17,,Privacy.com,103125 WellsFargo.pdf,
2025-10-03,Freedom Mtg Pymts,-4502.67,25540.43,ACH,103125 WellsFargo.pdf,Mortgage payment
2025-10-06,Primo Brands/Water,-41.76,,Recurring,103125 WellsFargo.pdf,Water delivery
2025-10-06,Center Tower Garag Costa Mesa CA,-20.00,,Purchase,103125 WellsFargo.pdf,Parking
2025-10-06,Sq *Sul & Beans Irvine CA,-17.96,,Purchase,103125 WellsFargo.pdf,Restaurant
2025-10-06,Amazon.Com*NV5Jq8K,-223.96,,Purchase,103125 WellsFargo.pdf,
2025-10-06,LA Hayride Losangeleshau CO,-127.98,,Purchase,103125 WellsFargo.pdf,Entertainment
2025-10-06,Spirit Halloween 60064 Santa Clarita CA,-206.00,,Purchase,103125 WellsFargo.pdf,
2025-10-06,Wholefds Val 101 Santa Clarita CA,-26.87,,Purchase,103125 WellsFargo.pdf,Grocery
2025-10-06,Sq *Philz Coffee Valencia CA,-14.55,,Purchase,103125 WellsFargo.pdf,
2025-10-06,The Home Depot #1055 Santa Clarita CA,-105.60,,Purchase,103125 WellsFargo.pdf,
2025-10-06,Wal-Mart #5162 Santa Clarita CA,-169.91,,Purchase,103125 WellsFargo.pdf,
2025-10-06,Amazon Tips*NV1Gd2,-10.00,,Purchase,103125 WellsFargo.pdf,
2025-10-06,Apple.Com/Bill,-10.99,,Recurring,103125 WellsFargo.pdf,
2025-10-06,Stable Usestable.Com CA,-24.50,,Recurring,103125 WellsFargo.pdf,
2025-10-06,Wholefds Val 10178 Santa Clarita CA,-6.06,,Purchase,103125 WellsFargo.pdf,Grocery
2025-10-06,Special Events Foo Paso Robles CA,-37.23,,Purchase,103125 WellsFargo.pdf,
2025-10-06,Tesla Supercharger,-12.11,,Purchase,103125 WellsFargo.pdf,
2025-10-06,Pwp Amazon Mktp Privacycom,-21.44,24463.51,Privacy.com,103125 WellsFargo.pdf,
2025-10-07,Popstand Inc Wire,3000.00,,Wire,103125 WellsFargo.pdf,Popstand wire
2025-10-07,Apple.Com/Bill,-38.95,27424.56,Purchase,103125 WellsFargo.pdf,
2025-10-08,Apple.Com/Bill,-12.99,,Recurring,103125 WellsFargo.pdf,
2025-10-08,Amazon.Com*Nf2Sm7A,-14.91,,Purchase,103125 WellsFargo.pdf,
2025-10-08,Tesla Supercharger,-7.99,,Purchase,103125 WellsFargo.pdf,
2025-10-08,Shell Service Station Canoga Park CA,-85.48,,Purchase,103125 WellsFargo.pdf,Gas
2025-10-08,Zelle to Crow Auto,-600.00,26703.19,Zelle,103125 WellsFargo.pdf,
2025-10-09,Google*Google One,-1.99,,Recurring,103125 WellsFargo.pdf,
2025-10-09,Google*Youtubeprem,-13.99,,Recurring,103125 WellsFargo.pdf,YouTube Premium
2025-10-09,Tesla Supercharger,-16.53,,Purchase,103125 WellsFargo.pdf,
2025-10-09,Wholefds Prr#10695 Porter Ranch CA,-9.21,,Purchase,103125 WellsFargo.pdf,Grocery
2025-10-09,Wholefds Prr#10695 Porter Ranch CA,-9.18,26652.29,Purchase,103125 WellsFargo.pdf,Grocery
2025-10-10,AMC 9640 Online,-42.36,,Purchase,103125 WellsFargo.pdf,Movies
2025-10-10,Vons #2442 Fillmore CA,-3.05,,Purchase,103125 WellsFargo.pdf,Grocery
2025-10-10,Amazon.Com*Nf7Fn2K,-100.00,,Purchase,103125 WellsFargo.pdf,
2025-10-10,Amazon Fresh*C836X Fullerton WA,-12.94,,Purchase,103125 WellsFargo.pdf,Grocery
2025-10-10,Tesla Supercharger,-13.49,,Purchase,103125 WellsFargo.pdf,
2025-10-10,Ford Motor Cr Fordcredit,-578.19,25902.26,ACH,103125 WellsFargo.pdf,Car payment
2025-10-14,Ralph's #0084 Castaic CA,-24.15,,Purchase,103125 WellsFargo.pdf,Grocery
2025-10-14,Amazon Mktpl*NM9Gj,-12.85,,Purchase,103125 WellsFargo.pdf,
2025-10-14,Tesla Subscription Palo Alto CA,-9.99,,Recurring,103125 WellsFargo.pdf,
2025-10-14,Netflix.Com,-24.99,,Recurring,103125 WellsFargo.pdf,
2025-10-14,Amazon.Com*NM6Xp7O,-100.56,,Purchase,103125 WellsFargo.pdf,
2025-10-14,Chevron 0097983 Fillmore CA,-98.92,,Purchase,103125 WellsFargo.pdf,Gas
2025-10-14,Apple.Com/Bill,-8.98,,Purchase,103125 WellsFargo.pdf,
2025-10-14,Amazon Tips*NM8Nf5,-7.00,25614.82,Purchase,103125 WellsFargo.pdf,
2025-10-15,Popstand Inc Wire,150.00,,Wire,103125 WellsFargo.pdf,Popstand wire
2025-10-15,ATT* Bill Payment,-209.12,25555.70,Recurring,103125 WellsFargo.pdf,Phone bill
2025-10-16,Popstand Inc Wire,500.00,,Wire,103125 WellsFargo.pdf,Popstand wire
2025-10-16,Chess.Com,-119.99,,Purchase,103125 WellsFargo.pdf,
2025-10-16,Tesla Supercharger,-19.16,,Purchase,103125 WellsFargo.pdf,
2025-10-16,Whole Foods Val 10,-21.06,25895.49,Purchase,103125 WellsFargo.pdf,Grocery
2025-10-17,Blink Amzn.Com/Bill,-11.99,,Recurring,103125 WellsFargo.pdf,
2025-10-17,Pwp Amazon Mktp Privacycom,-10.71,25872.79,Privacy.com,103125 WellsFargo.pdf,
2025-10-20,Popstand Inc Wire,2500.00,,Wire,103125 WellsFargo.pdf,Popstand wire
2025-10-20,Knott's Berry Farm,-170.00,,Purchase,103125 WellsFargo.pdf,Entertainment
2025-10-20,Tesla Supercharger,-18.49,,Purchase,103125 WellsFargo.pdf,
2025-10-20,Whole Foods Val 10,-9.21,,Purchase,103125 WellsFargo.pdf,Grocery
2025-10-20,Far Bar CA,-11.59,,Purchase,103125 WellsFargo.pdf,Restaurant
2025-10-20,Knott's Berry Park Buena Park CA,-60.00,,Purchase,103125 WellsFargo.pdf,Parking
2025-10-20,Knott's Berry Admi Buena Park CA,-220.00,,Purchase,103125 WellsFargo.pdf,Entertainment
2025-10-20,Knott's Berry Farm Buena Park CA,-16.30,,Purchase,103125 WellsFargo.pdf,Food
2025-10-20,Tesla Supercharger,-2.91,,Purchase,103125 WellsFargo.pdf,
2025-10-20,Amazon.Com*NM09Y0B,-150.69,,Purchase,103125 WellsFargo.pdf,
2025-10-20,Apple.Com/Bill,-2.99,,Recurring,103125 WellsFargo.pdf,
