Date,Description,Amount,Balance,Type,Source,Notes
2025-11-03,Geico *Auto,-255.00,,Recurring,113025 WellsFargo.pdf,Auto insurance
2025-11-03,Wholefds Val 10178 Santa Clarita CA,-8.29,,Purchase,113025 WellsFargo.pdf,Grocery
2025-11-03,Wholefds Val 10178 Santa Clarita CA,-5.04,,Purchase,113025 WellsFargo.pdf,Grocery
2025-11-03,Wholefds Val 10178 Santa Clarita CA,-2.89,,Purchase,113025 WellsFargo.pdf,Grocery
2025-11-03,Shell Oil 10008418 Valencia CA,-100.69,,Purchase,113025 WellsFargo.pdf,Gas
2025-11-03,Vons #2442 Fillmore CA,-89.47,,Purchase,113025 WellsFargo.pdf,Grocery
2025-11-03,Costco *Annual Ren,-130.00,,Recurring,113025 WellsFargo.pdf,Costco membership
2025-11-03,Vons #2442 Fillmore CA,-17.08,,Purchase,113025 WellsFargo.pdf,Grocery
2025-11-03,Wholefds Oxn #1031 Oxnard CA,-27.67,,Purchase,113025 WellsFargo.pdf,Grocery
2025-11-03,Patagonia-Ventura Ventura CA,-192.87,,Purchase,113025 WellsFargo.pdf,Clothing
2025-11-03,Patagonia-Ventura Ventura CA,-5.39,,Purchase,113025 WellsFargo.pdf,
2025-11-03,Zelle to Srds Cpas Retainer Accounting,-500.00,,Zelle,113025 WellsFargo.pdf,CPA retainer
2025-11-03,Pwp Ecm A Lega Privacycom,-32.00,31146.00,Privacy.com,113025 WellsFargo.pdf,DUPLICATE - AUTOMATIQUE (LegalZoom)
2025-11-04,Wholefds Oxn #1031 Oxnard CA,-77.13,,Purchase,113025 WellsFargo.pdf,Grocery
2025-11-04,Stash Financial Stash Subs,-3.00,,ACH,113025 WellsFargo.pdf,Investment
2025-11-04,Freedom Mtg Pymts,-4502.67,26563.20,ACH,113025 WellsFargo.pdf,Mortgage payment
2025-11-05,Wholefds Oxn #1031 Oxnard CA,-30.80,26532.40,Purchase,113025 WellsFargo.pdf,Grocery
2025-11-06,Primo Brands/Water,-41.76,,Recurring,113025 WellsFargo.pdf,Water delivery
2025-11-06,Stable Usestable.Com CA,-24.50,,Recurring,113025 WellsFargo.pdf,
2025-11-06,Wholefds Oxn #1031 Oxnard CA,-26.17,,Purchase,113025 WellsFargo.pdf,Grocery
2025-11-06,Chevron 0093341 North Hollywo CA,-118.50,,Purchase,113025 WellsFargo.pdf,Gas
2025-11-06,Wholefds Shj#10784 Sherman Oaks CA,-4.34,,Purchase,113025 WellsFargo.pdf,Grocery
2025-11-06,Sq *Afters Ice Cre Orange CA,-14.38,26302.75,Purchase,113025 WellsFargo.pdf,
2025-11-07,Amazon Mktpl*BT5Dg,-49.32,,Purchase,113025 WellsFargo.pdf,
2025-11-07,Apple.Com/Bill,-12.99,,Recurring,113025 WellsFargo.pdf,
2025-11-07,Erewhon Los Angeles CA,-90.36,26150.08,Purchase,113025 WellsFargo.pdf,Grocery
2025-11-10,Vons #2442 Fillmore CA,-8.99,,Purchase,113025 WellsFargo.pdf,Grocery
2025-11-10,Wholefds Val 10178 Santa Clarita CA,-9.60,,Purchase,113025 WellsFargo.pdf,Grocery
2025-11-10,Google *Google One,-1.99,,Recurring,113025 WellsFargo.pdf,
2025-11-10,Sees Candy 0151 Burbank CA,-16.00,,Purchase,113025 WellsFargo.pdf,
2025-11-10,Tesla Supercharger,-11.57,,Purchase,113025 WellsFargo.pdf,
2025-11-10,Wholefds Val 10178 Santa Clarita CA,-70.05,,Purchase,113025 WellsFargo.pdf,Grocery
2025-11-10,Google *Youtubepre,-13.99,,Recurring,113025 WellsFargo.pdf,YouTube Premium
2025-11-10,Apple.Com/Bill,-20.99,,Recurring,113025 WellsFargo.pdf,
2025-11-10,Amazon Mktpl*BT333,-42.89,,Purchase,113025 WellsFargo.pdf,
2025-11-10,Spotify,-19.99,25934.02,Recurring,113025 WellsFargo.pdf,
