Date,Description,Amount,Balance,Type,Source,Notes
2024-06-03,Apple.Com/Bill 866-712-7753 CA Card 6470,-7.98,,Purchase,063024 WellsFargo.pdf,
2024-06-03,Doordash Dashpass WWW.Doordash. CA Card 6470,-9.99,,Recurring,063024 WellsFargo.pdf,
2024-06-03,Vons #2442 Fillmore CA Card 6470,-24.58,,Purchase,063024 WellsFargo.pdf,
2024-06-03,Uber Eats Help.Uber.Com CA Card 6470,-78.99,,Purchase,063024 WellsFargo.pdf,
2024-06-03,Google Gsuite_Fak 650-2530000 CA Card 6470,-108.00,,Recurring,063024 WellsFargo.pdf,PERSONAL Google Workspace
2024-06-03,Gumroad.CO* Tatian Httpsgumroad. CA Card 6470,-10.00,,Recurring,063024 WellsFargo.pdf,
2024-06-03,Gumroad.CO* Bri GU Httpsgumroad. CA Card 6470,-5.00,,Recurring,063024 WellsFargo.pdf,
2024-06-03,X Horoscope Zurich Che Card 6470,-4.00,,Purchase,063024 WellsFargo.pdf,
2024-06-03,Uber Eats Help.Uber.Com CA Card 6470,-78.28,,Purchase,063024 WellsFargo.pdf,
2024-06-03,Pwp Google Clou Privacycom TN: 1641916,-0.43,,Privacy.com,063024 WellsFargo.pdf,DUPLICATE - AUTOMATIQUE
2024-06-03,Pwp Apple.Com/B Privacycom TN: 5136785,-1.99,,Privacy.com,063024 WellsFargo.pdf,DUPLICATE
2024-06-03,Pwp Twitter Pai Privacycom TN: 7185911,-8.00,,Privacy.com,063024 WellsFargo.pdf,DUPLICATE
2024-06-03,Pwp Openai *Cha Privacycom TN: 3840148,-20.00,,Privacy.com,063024 WellsFargo.pdf,DUPLICATE - AUTOMATIQUE
2024-06-03,Pwp Ecm A Lega Privacycom TN: 1145808,-30.50,,Privacy.com,063024 WellsFargo.pdf,DUPLICATE - AUTOMATIQUE (LegalZoom)
2024-06-03,Pwp Google Gsu Privacycom TN: 1096212,-45.35,,Privacy.com,063024 WellsFargo.pdf,DUPLICATE - AUTOMATIQUE (Google Workspace)
2024-06-03,Mortgage Serv CT Mtg Paymt 060124 4010877753 K4Braget,-5802.91,171216.35,Mortgage,063024 WellsFargo.pdf,
2024-06-04,Pwp Google *You Privacycom TN: 1470977,-13.99,171202.36,Privacy.com,063024 WellsFargo.pdf,DUPLICATE
2024-06-05,Claude.Ai Subscrip Httpswww.Anth CA Card 6470,-20.00,,Recurring,063024 WellsFargo.pdf,
2024-06-05,Apple.Com/Bill 866-712-7753 CA Card 6470,-19.99,,Recurring,063024 WellsFargo.pdf,
2024-06-05,7-Eleven Newhall CA Card 6470,-16.48,,Purchase,063024 WellsFargo.pdf,
2024-06-05,Pwp Amzn Mktp U Privacycom TN: 1794713,-58.40,171087.49,Privacy.com,063024 WellsFargo.pdf,DUPLICATE
2024-06-06,Pwp Wasabi Tech Privacycom TN: 1130109,-7.22,,Privacy.com,063024 WellsFargo.pdf,DUPLICATE - AUTOMATIQUE
2024-06-06,Pwp Midjourney Privacycom TN: 1717808,-60.00,,Privacy.com,063024 WellsFargo.pdf,DUPLICATE - AUTOMATIQUE
2024-06-06,Pwp Bitrise Lim Privacycom TN: 4636288,-101.97,170918.30,Privacy.com,063024 WellsFargo.pdf,DUPLICATE - AUTOMATIQUE
2024-06-07,Vons #2442 Fillmore CA Card 6470,-108.63,,Purchase,063024 WellsFargo.pdf,
2024-06-07,4Te*Culligan of Ve 805-383-9250 CA Card 6470,-57.90,,Recurring,063024 WellsFargo.pdf,
2024-06-07,Zoftware* Zoftware Httpswww.Link VA Card 6470,-5.00,,Recurring,063024 WellsFargo.pdf,
2024-06-07,Apple.Com/Bill 866-712-7753 CA Card 6470,-9.99,,Recurring,063024 WellsFargo.pdf,
2024-06-07,Advanced Parking S Los Angeles CA Card 6470,-10.00,,Purchase,063024 WellsFargo.pdf,
2024-06-07,Lids 5878 Canoga Park CA Card 6470,-57.46,,Purchase,063024 WellsFargo.pdf,
2024-06-07,Pwp Amazon.Com* Privacycom TN: 1722374,-5.33,,Privacy.com,063024 WellsFargo.pdf,DUPLICATE
2024-06-07,Pwp Amzn Mktp U Privacycom TN: 1483634,-42.89,,Privacy.com,063024 WellsFargo.pdf,DUPLICATE
2024-06-07,Pwp Heroku* May Privacycom TN: 1509920,-57.00,,Privacy.com,063024 WellsFargo.pdf,DUPLICATE - AUTOMATIQUE
2024-06-07,Pwp Amazon.Com* Privacycom TN: 1046389,-67.05,,Privacy.com,063024 WellsFargo.pdf,DUPLICATE
2024-06-07,Pwp Heroku* May Privacycom TN: 6048665,-121.10,170375.95,Privacy.com,063024 WellsFargo.pdf,DUPLICATE - AUTOMATIQUE
2024-06-10,Sushi Enya - Los A Los Angeles CA Card 6470,-125.12,,Purchase,063024 WellsFargo.pdf,
2024-06-10,Target 0000 Alhambra CA Card 6470,-237.84,,Purchase,063024 WellsFargo.pdf,
2024-06-10,Google *Google Sto 855-836-3987 CA Card 6470,-1.99,,Recurring,063024 WellsFargo.pdf,
2024-06-10,CA0313 Luv Car Was Canoga Park CA Card 6470,-15.00,,Purchase,063024 WellsFargo.pdf,
2024-06-10,Sq *Iki Ramen Los Angeles CA Card 6470,-85.83,,Purchase,063024 WellsFargo.pdf,
2024-06-10,Shell Service Station Los Angeles CA Card 6470,-5.50,,Purchase,063024 WellsFargo.pdf,
2024-06-10,Sq *Blue Bottle CO Pasadena CA Card 6470,-14.09,,Purchase,063024 WellsFargo.pdf,
2024-06-10,Tst* Agnes Restaur Pasadena CA Card 6470,-32.79,,Purchase,063024 WellsFargo.pdf,
2024-06-10,Sq *Wash At One CO Pasadena CA Card 6470,-74.75,,Purchase,063024 WellsFargo.pdf,
2024-06-10,Laz Parking M17512 Pasadena CA Card 6470,-11.00,,Purchase,063024 WellsFargo.pdf,
2024-06-10,Wholefds Gln 10179 Glendale CA Card 6470,-14.94,,Purchase,063024 WellsFargo.pdf,
2024-06-10,Uber Trip Help.Uber.Com CA Card 6470,-26.99,,Purchase,063024 WellsFargo.pdf,
2024-06-10,Flemings #1552 Pasadena CA Card 6470,-230.00,,Purchase,063024 WellsFargo.pdf,
2024-06-10,Impark00360051A Pasadena CA Card 6470,-6.00,,Purchase,063024 WellsFargo.pdf,
2024-06-10,Wholefds Oxn #1031 Oxnard CA Card 6470,-45.14,,Purchase,063024 WellsFargo.pdf,
2024-06-10,Wholefds Oxn #1031 Oxnard CA Card 6470,-1.84,,Purchase,063024 WellsFargo.pdf,
2024-06-10,Pwp Amzn Mktp U Privacycom TN: 1599849,-10.71,,Privacy.com,063024 WellsFargo.pdf,DUPLICATE
2024-06-10,Pwp Sentry Privacycom TN: 1266852,-29.00,169407.42,Privacy.com,063024 WellsFargo.pdf,DUPLICATE - AUTOMATIQUE
2024-06-11,Pwp Twitter Pai Privacycom TN: 1839687,-16.00,169391.42,Privacy.com,063024 WellsFargo.pdf,DUPLICATE
2024-06-12,Uber Trip 8005928996 CA Card 6470,-2.43,,Purchase,063024 WellsFargo.pdf,
2024-06-12,Tesla Subscription Palo Alto CA Card 6470,-9.99,,Recurring,063024 WellsFargo.pdf,
2024-06-12,Stash Capital (S ACH Jun 12 Kurt Braget,-3.00,,ACH,063024 WellsFargo.pdf,
2024-06-12,Pwp Amazon.Com* Privacycom TN: 1509640,-8.49,,Privacy.com,063024 WellsFargo.pdf,DUPLICATE
2024-06-12,Pwp Netflix.Com Privacycom TN: 9239655,-22.99,,Privacy.com,063024 WellsFargo.pdf,DUPLICATE
2024-06-12,Pwp Amazon.Com* Privacycom TN: 1158332,-132.43,169212.09,Privacy.com,063024 WellsFargo.pdf,DUPLICATE
2024-06-13,Uber Eats Help.Uber.Com CA Card 6470,-63.00,,Purchase,063024 WellsFargo.pdf,
2024-06-13,Uber Eats Help.Uber.Com CA Card 6470,-7.97,,Purchase,063024 WellsFargo.pdf,
2024-06-13,Pwp Amazon Tips Privacycom TN: 1528431,-7.00,,Privacy.com,063024 WellsFargo.pdf,DUPLICATE
2024-06-13,Pwp Amzn Mktp U Privacycom TN: 1052197,-45.03,169089.09,Privacy.com,063024 WellsFargo.pdf,DUPLICATE
2024-06-14,Apple.Com/Bill 866-712-7753 CA Card 6470,-74.99,,Recurring,063024 WellsFargo.pdf,
2024-06-14,Pwp Amzn Mktp U Privacycom TN: 9612854,-14.45,,Privacy.com,063024 WellsFargo.pdf,DUPLICATE
2024-06-14,Pwp Google*Doma Privacycom TN: 5415968,-26.40,,Privacy.com,063024 WellsFargo.pdf,DUPLICATE - AUTOMATIQUE (Google Domains)
2024-06-14,Pwp Heroku* Apr Privacycom TN: 2721600,-44.08,,Privacy.com,063024 WellsFargo.pdf,DUPLICATE - AUTOMATIQUE
2024-06-14,Pwp Heroku* May Privacycom TN: 1636735,-45.08,,Privacy.com,063024 WellsFargo.pdf,DUPLICATE - AUTOMATIQUE
2024-06-14,Pwp Amazon Mktp Privacycom TN: 1778852,-155.50,168728.59,Privacy.com,063024 WellsFargo.pdf,DUPLICATE
2024-06-17,Vons #2442 Fillmore CA Card 6470,-41.76,,Purchase,063024 WellsFargo.pdf,
2024-06-17,ATT* Bill Payment 800-331-0500 TX Card 6470,-154.92,,Recurring,063024 WellsFargo.pdf,
2024-06-17,Apple.Com/Bill 866-712-7753 CA Card 6470,-8.98,,Purchase,063024 WellsFargo.pdf,
2024-06-17,Vons #2442 Fillmore CA Card 6470,-100.97,,Purchase,063024 WellsFargo.pdf,
2024-06-17,Uber Eats Help.Uber.Com CA Card 6470,-80.99,,Purchase,063024 WellsFargo.pdf,
2024-06-17,Neon Retro Arcade Pasadena CA Card 6470,-32.76,,Purchase,063024 WellsFargo.pdf,
2024-06-17,Neon Retro Arcade Pasadena CA Card 6470,-2.21,,Purchase,063024 WellsFargo.pdf,
2024-06-17,Tst* Sushi Roku - Pasadena CA Card 6470,-80.07,,Purchase,063024 WellsFargo.pdf,
2024-06-17,Pasadena Parking - Pasadena CA Card 6470,-5.00,,Purchase,063024 WellsFargo.pdf,
2024-06-17,Tesla Supercharger 877-7983752 CA Card 6470,-26.34,,Purchase,063024 WellsFargo.pdf,
2024-06-17,Tesla Supercharger 877-7983752 CA Card 6470,-17.22,,Purchase,063024 WellsFargo.pdf,
2024-06-17,Sq *Blue Bottle CO Pasadena CA Card 6470,-14.09,,Purchase,063024 WellsFargo.pdf,
2024-06-17,Framer.Com Amsterdam Nld Card 6470,-40.00,,Recurring,063024 WellsFargo.pdf,
2024-06-17,Wholefds Mbu#10441 Malibu CA Card 6470,-3.04,,Purchase,063024 WellsFargo.pdf,
2024-06-17,Tesla Supercharger 877-7983752 CA Card 6470,-14.04,,Purchase,063024 WellsFargo.pdf,
2024-06-17,Pwp Slack T06Jy Privacycom TN: 4278432,-5.65,,Privacy.com,063024 WellsFargo.pdf,DUPLICATE - AUTOMATIQUE
2024-06-17,Pwp Blink Privacycom TN: 1672014,-10.00,,Privacy.com,063024 WellsFargo.pdf,DUPLICATE
2024-06-17,Pwp Hulu 877-82 Privacycom TN: 1198361,-17.99,,Privacy.com,063024 WellsFargo.pdf,DUPLICATE
2024-06-17,Pwp Amazon Mktp Privacycom TN: 1155712,-31.52,,Privacy.com,063024 WellsFargo.pdf,DUPLICATE
2024-06-17,Pwp Amazon Mktp Privacycom TN: 7007108,-281.60,167759.44,Privacy.com,063024 WellsFargo.pdf,DUPLICATE
2024-06-18,Pasadena Parking - Pasadena CA Card 6470,-1.00,,Purchase,063024 WellsFargo.pdf,
2024-06-18,Erewhon Calabasas Calabasas CA Card 6470,-26.25,,Purchase,063024 WellsFargo.pdf,
2024-06-18,Erewhon Calabasas Calabasas CA Card 6470,-94.67,,Purchase,063024 WellsFargo.pdf,
2024-06-18,Wholefds Arr 10237 Pasadena CA Card 6470,-3.70,,Purchase,063024 WellsFargo.pdf,
2024-06-18,Wholefds Arr 10237 Pasadena CA Card 6470,-1.83,167631.99,Purchase,063024 WellsFargo.pdf,
2024-06-20,President Thai Res Pasadena CA Card 6470,-68.31,,Purchase,063024 WellsFargo.pdf,
2024-06-20,Erewhon Pasadena Pasadena CA Card 6470,-34.55,,Purchase,063024 WellsFargo.pdf,
2024-06-20,Erewhon Pasadena Pasadena CA Card 6470,-3.35,,Purchase,063024 WellsFargo.pdf,
2024-06-20,Tst* Salt and Stra Pasadena CA Card 6470,-12.50,,Purchase,063024 WellsFargo.pdf,
2024-06-20,Pasadena Parking - Pasadena CA Card 6470,-5.00,,Purchase,063024 WellsFargo.pdf,
2024-06-20,City of Fillmore 805-524-1500 CA Card 6470,-100.74,,Purchase,063024 WellsFargo.pdf,Utilities
2024-06-20,Vons #2442 Fillmore CA Card 6470,-75.12,,Purchase,063024 WellsFargo.pdf,
2024-06-20,Ipic* Los Angeles WWW.Ipic.Com FL Card 6470,-48.00,,Purchase,063024 WellsFargo.pdf,
