Date,Description,Amount,Balance,Type,Source,Notes
2024-05-01,Ipic Westwood - Ci Los Angeles CA,-51.96,,Purchase,053124 WellsFargo.pdf,
2024-05-01,Tst* Din Tai Fung Glendale CA,-100.68,,Purchase,053124 WellsFargo.pdf,
2024-05-01,Vons #2442 Fillmore CA,-13.04,,Purchase,053124 WellsFargo.pdf,
2024-05-01,Doordash Dashpass WWW.Doordash. CA,-9.99,,Recurring,053124 WellsFargo.pdf,
2024-05-01,Pwp Amzn Mktp U Privacycom TN: 1192580,-4.99,,Privacy.com,053124 WellsFargo.pdf,DUPLICATE
2024-05-01,Pwp Amzn Mktp U Privacycom TN: 8949471,-14.94,,Privacy.com,053124 WellsFargo.pdf,DUPLICATE
2024-05-01,Mortgage Serv CT Mtg Paymt K4Braget,-4353.67,189201.70,Mortgage,053124 WellsFargo.pdf,
2024-05-02,Vons #2442 Fillmore CA,-14.15,,Purchase,053124 WellsFargo.pdf,
2024-05-02,Google *Gsuite_Fak CC@Google.Com CA,-108.00,,Recurring,053124 WellsFargo.pdf,
2024-05-02,Pwp Google *Clo Privacycom TN: 8381523,-1.48,,Privacy.com,053124 WellsFargo.pdf,DUPLICATE
2024-05-02,Pwp Twitter Pai Privacycom TN: 7481016,-8.00,,Privacy.com,053124 WellsFargo.pdf,DUPLICATE
2024-05-02,Pwp Chatgpt Sub Privacycom TN: 1644294,-20.00,,Privacy.com,053124 WellsFargo.pdf,DUPLICATE - AUTOMATIQUE
2024-05-02,Pwp Ecm A Lega Privacycom TN: 1066313,-30.50,189019.57,Privacy.com,053124 WellsFargo.pdf,DUPLICATE - AUTOMATIQUE (LegalZoom)
2024-05-03,Vons #2442 Fillmore CA,-115.25,,Purchase,053124 WellsFargo.pdf,
2024-05-03,Pwp Amazon.Com* Privacycom TN: 1252416,-21.01,,Privacy.com,053124 WellsFargo.pdf,DUPLICATE
2024-05-03,Pwp Google *Gsu Privacycom TN: 7456459,-42.72,,Privacy.com,053124 WellsFargo.pdf,DUPLICATE - AUTOMATIQUE (Google Workspace)
2024-05-03,Pwp Amazon Mar* Privacycom TN: 1554929,-56.24,188784.35,Privacy.com,053124 WellsFargo.pdf,DUPLICATE
2024-05-06,Wholefds Oxn #1031 Oxnard CA,-9.20,,Purchase,053124 WellsFargo.pdf,
2024-05-06,Target 0002 Oxnard CA,-28.84,,Purchase,053124 WellsFargo.pdf,
2024-05-06,Uber Eats Help.Uber.Com CA,-47.82,,Purchase,053124 WellsFargo.pdf,
2024-05-06,Uber Kabukijapan Help.Uber.Com CA,-5.28,,Purchase,053124 WellsFargo.pdf,
2024-05-06,Tesla Supercharger 877-7983752 CA,-9.66,,Purchase,053124 WellsFargo.pdf,
2024-05-06,Claude.Ai Subscrip Httpswww.Anth CA,-20.00,,Recurring,053124 WellsFargo.pdf,
2024-05-06,Apple.Com/Bill 866-712-7753 CA,-19.99,,Recurring,053124 WellsFargo.pdf,
2024-05-06,Sq *Blue Bottle CO Pasadena CA,-22.42,,Purchase,053124 WellsFargo.pdf,
2024-05-06,Apple Store #R034 Pasadena CA,-2207.90,,Purchase,053124 WellsFargo.pdf,
2024-05-06,Zoftware* Zoftware Httpswww.Link VA,-5.00,,Recurring,053124 WellsFargo.pdf,
2024-05-06,Pwp Apple.Com/B Privacycom TN: 4890717,-1.99,,Privacy.com,053124 WellsFargo.pdf,DUPLICATE
2024-05-06,Pwp Wasabi Tech Privacycom TN: 5527577,-6.99,,Privacy.com,053124 WellsFargo.pdf,DUPLICATE - AUTOMATIQUE
2024-05-06,Pwp Google *You Privacycom TN: 1456459,-13.99,,Privacy.com,053124 WellsFargo.pdf,DUPLICATE
2024-05-06,Pwp Amzn Mktp U Privacycom TN: 9337460,-49.04,,Privacy.com,053124 WellsFargo.pdf,DUPLICATE
2024-05-06,Pwp Amzn Mktp U Privacycom TN: 6897915,-56.73,,Privacy.com,053124 WellsFargo.pdf,DUPLICATE
2024-05-06,Pwp Midjourney Privacycom TN: 5582353,-60.00,186219.50,Privacy.com,053124 WellsFargo.pdf,DUPLICATE - AUTOMATIQUE
2024-05-07,Geico *Auto 800-841-3000 DC,-301.85,,Recurring,053124 WellsFargo.pdf,
2024-05-07,Uber Eats Help.Uber.Com CA,-85.78,,Purchase,053124 WellsFargo.pdf,
2024-05-07,Pwp Dnh*Godaddy Privacycom TN: 1538741,-62.98,185768.89,Privacy.com,053124 WellsFargo.pdf,DUPLICATE
2024-05-08,Ipic Pasadena - Ci Pasadena CA,-65.07,,Purchase,053124 WellsFargo.pdf,
