Date,Description,Amount,Balance,Type,Source,Notes
2023-01-03,Sq *Salt & Straw Pasadena CA,-53.14,,Debit,013123 WellsFargo.pdf,Card 6470
2023-01-03,Apple.Com/Bill,-44.99,,Debit,013123 WellsFargo.pdf,Card 6470
2023-01-03,Apple.Com/Bill,-44.97,,Debit,013123 WellsFargo.pdf,Card 6470
2023-01-03,Apple.Com/Bill,-44.97,,Debit,013123 WellsFargo.pdf,Card 6470
2023-01-03,ATM Withdrawal 1000 Fair Oaks Ave South Pasadena,-300.00,,Debit,013123 WellsFargo.pdf,Card 6470
2023-01-03,Wholefds Arr 10237 Pasadena CA,-10.49,,Debit,013123 WellsFargo.pdf,Card 6470
2023-01-03,Laz Parking 670600 Pasadena CA,-10.00,,Debit,013123 WellsFargo.pdf,Card 6470
2023-01-03,Pwp Amazon Tips,-7.00,,Debit,013123 WellsFargo.pdf,Privacy.com - DUPLICATE
2023-01-03,Pwp Github,-10.00,,Debit,013123 WellsFargo.pdf,Privacy.com - DUPLICATE - Dev Tools
2023-01-03,Pwp Amzn Mktp U,-17.15,,Debit,013123 WellsFargo.pdf,Privacy.com - DUPLICATE
2023-01-03,Pwp Amzn Mktp U,-18.42,,Debit,013123 WellsFargo.pdf,Privacy.com - DUPLICATE
2023-01-03,Pwp Dnh*Godaddy,-20.17,,Debit,013123 WellsFargo.pdf,Privacy.com - DUPLICATE - Domains
2023-01-03,Pwp Quicknode A,-49.00,,Debit,013123 WellsFargo.pdf,Privacy.com - DUPLICATE - Blockchain API
2023-01-03,Pwp Amzn Mktp U,-49.32,,Debit,013123 WellsFargo.pdf,Privacy.com - DUPLICATE
2023-01-03,Pwp Amazon.Com*,-113.66,,Debit,013123 WellsFargo.pdf,Privacy.com - DUPLICATE
2023-01-03,Pwp Amazon.Com*,-225.02,,Debit,013123 WellsFargo.pdf,Privacy.com - DUPLICATE
2023-01-03,Mortgage Serv CT Mtg Paymt,-5000.00,,Debit,013123 WellsFargo.pdf,Personal - Mortgage
2023-01-03,Check 4630,-3256.02,,Debit,013123 WellsFargo.pdf,
2023-01-03,Wells Fargo Auto Fee & Pmts,-4000.00,276686.31,Debit,013123 WellsFargo.pdf,Personal - Auto Payment
2023-01-04,WT Popstand Inc Wire,1500.00,,Credit,013123 WellsFargo.pdf,Income - Popstand
2023-01-04,Wire Trans Svc Charge,-15.00,,Debit,013123 WellsFargo.pdf,Bank Fee
2023-01-04,Crossroads Trading Pasadena CA,-63.03,,Debit,013123 WellsFargo.pdf,Card 6470
2023-01-04,Tst* Sushi Roku - Pasadena CA,-121.13,,Debit,013123 WellsFargo.pdf,Card 6470 - Food
2023-01-04,Sp Allbirds,-321.93,,Debit,013123 WellsFargo.pdf,Card 6470 - Clothing
2023-01-04,Tesla Inc Supercha,-5.18,,Debit,013123 WellsFargo.pdf,Card 6470 - EV Charging
2023-01-04,Moom 48 Thai Pasadena CA,-42.91,,Debit,013123 WellsFargo.pdf,Card 6470 - Food
2023-01-04,Uber Eats,-83.50,,Debit,013123 WellsFargo.pdf,Card 6470 - Food
2023-01-04,Pwp Amazon.Com*,-65.51,,Debit,013123 WellsFargo.pdf,Privacy.com - DUPLICATE
2023-01-04,Venmo Payment Kurty McFly,-40.00,277428.12,Debit,013123 WellsFargo.pdf,
2023-01-05,Pasadena Parking,-1.50,,Debit,013123 WellsFargo.pdf,Card 6470
2023-01-05,City Pasadena,-1.25,,Debit,013123 WellsFargo.pdf,Card 6470
2023-01-05,Apple.Com/Bill,-44.97,,Debit,013123 WellsFargo.pdf,Card 6470
2023-01-05,Pasadena Parking,-7.50,,Debit,013123 WellsFargo.pdf,Card 6470
2023-01-05,Apple.Com/Bill,-74.99,,Debit,013123 WellsFargo.pdf,Card 6470
2023-01-05,Apple.Com/Bill,-219.99,,Debit,013123 WellsFargo.pdf,Card 6470
2023-01-05,H&M0483 Pasadena CA,-201.69,,Debit,013123 WellsFargo.pdf,Card 6470 - Clothing
2023-01-05,H&M0483 Pasadena CA,-36.36,,Debit,013123 WellsFargo.pdf,Card 6470 - Clothing
2023-01-05,So Cal Gas Paid,-39.83,276800.04,Debit,013123 WellsFargo.pdf,Personal - Utilities
2023-01-06,Uber Eats,-18.09,,Debit,013123 WellsFargo.pdf,Card 6470 - Food
2023-01-06,Sp Thehundreds,-81.06,,Debit,013123 WellsFargo.pdf,Card 6470 - Clothing
2023-01-06,Apple.Com/Bill Recurring,-15.98,,Debit,013123 WellsFargo.pdf,Card 6470
2023-01-06,Uber Eats,-99.15,,Debit,013123 WellsFargo.pdf,Card 6470 - Food
2023-01-06,Pwp Amazon Tips,-5.00,276580.76,Debit,013123 WellsFargo.pdf,Privacy.com - DUPLICATE
2023-01-09,WT Popstand Inc Wire,2000.00,,Credit,013123 WellsFargo.pdf,Income - Popstand
2023-01-09,Medium.Com,0.03,,Credit,013123 WellsFargo.pdf,Income - Medium
2023-01-09,Wire Trans Svc Charge,-15.00,,Debit,013123 WellsFargo.pdf,Bank Fee
2023-01-09,Apple.Com/Bill,-5.99,,Debit,013123 WellsFargo.pdf,Card 6470
2023-01-09,Apple.Com/Bill,-3.99,,Debit,013123 WellsFargo.pdf,Card 6470
