Date,Description,Amount,Balance,Type,Source,Notes
2023-04-03,Apple.Com/Bill Return,0.48,,Credit,043023 WellsFargo.pdf,Return
2023-04-03,Vons #2442 Fillmore,-123.24,,Debit,043023 WellsFargo.pdf,Food - Groceries
2023-04-03,Ipic Pasadena,-67.78,,Debit,043023 WellsFargo.pdf,Entertainment - Movies
2023-04-03,Ladot Blossom Plaz,-3.00,,Debit,043023 WellsFargo.pdf,Parking
2023-04-03,Google Gsuite_Fak,-14.51,,Debit,043023 WellsFargo.pdf,Google Workspace - Business
2023-04-03,Metropolis Bakery,-7.70,,Debit,043023 WellsFargo.pdf,Food
2023-04-03,Tst* Sushi Roku,-146.53,,Debit,043023 WellsFargo.pdf,Food - Dining
2023-04-03,Laz Parking 670512,-10.00,,Debit,043023 WellsFargo.pdf,Parking
2023-04-03,Sq *Before's LLC,-13.68,,Debit,043023 WellsFargo.pdf,Food - Coffee
2023-04-03,Target 0000 Pasadena,-165.35,,Debit,043023 WellsFargo.pdf,Shopping
2023-04-03,Wholefds Arr 10237,-11.92,,Debit,043023 WellsFargo.pdf,Food - Groceries
2023-04-03,Laz Parking 670512,-10.00,,Debit,043023 WellsFargo.pdf,Parking
2023-04-03,Zelle to Cousineau Laura,-1250.00,,Debit,043023 WellsFargo.pdf,Personal - Assistant
2023-04-03,ATM Withdrawal 82 S Lake Ave,-300.00,,Debit,043023 WellsFargo.pdf,Cash Withdrawal
2023-04-03,Pwp Github Inc,-10.00,,Debit,043023 WellsFargo.pdf,Privacy.com - DUPLICATE - Dev Tools
2023-04-03,Pwp Amazon.Com*,-202.01,,Debit,043023 WellsFargo.pdf,Privacy.com - DUPLICATE
2023-04-03,Mortgage Serv CT Mtg Paymt,-4353.67,337601.40,Debit,043023 WellsFargo.pdf,Mortgage Payment
2023-04-04,DD Doordash Philzc,-22.81,,Debit,043023 WellsFargo.pdf,Food - Delivery
2023-04-04,DD Doordash Philzc,-31.78,,Debit,043023 WellsFargo.pdf,Food - Delivery
2023-04-04,Sp Eight Sleep,-2493.56,,Debit,043023 WellsFargo.pdf,Home - Mattress
2023-04-04,Pwp Amazon Tips,-10.00,,Debit,043023 WellsFargo.pdf,Privacy.com - DUPLICATE
2023-04-04,Pwp Google*Doma,-20.00,335023.25,Debit,043023 WellsFargo.pdf,Privacy.com - DUPLICATE - Domains
2023-04-05,Apple.Com/Bill,-74.99,,Debit,043023 WellsFargo.pdf,Apple Subscriptions
2023-04-05,Uber Eats,-84.93,,Debit,043023 WellsFargo.pdf,Food - Delivery
2023-04-05,Apple.Com/Bill,-27.97,,Debit,043023 WellsFargo.pdf,Apple Subscriptions
2023-04-05,Uber Eats,-49.22,,Debit,043023 WellsFargo.pdf,Food - Delivery
2023-04-05,Vans #0210 Pasadena,-30.81,,Debit,043023 WellsFargo.pdf,Clothing
2023-04-05,Zelle to Ronald Gas Plumbing,-920.00,,Debit,043023 WellsFargo.pdf,Home - Services
2023-04-05,Pwp Amazon.Com*,-38.58,,Debit,043023 WellsFargo.pdf,Privacy.com - DUPLICATE
2023-04-05,Venmo Payment,-50.00,,Debit,043023 WellsFargo.pdf,Personal
2023-04-05,Wells Fargo Auto Fee & Pmts,-4999.99,328746.76,Debit,043023 WellsFargo.pdf,Auto - Loan Payment
2023-04-06,DD Doordash Philzc,-40.73,,Debit,043023 WellsFargo.pdf,Food - Delivery
2023-04-06,Sushi Enya - Pasad,-93.57,,Debit,043023 WellsFargo.pdf,Food - Dining
2023-04-06,Uber Eats,-33.91,,Debit,043023 WellsFargo.pdf,Food - Delivery
2023-04-06,Pwp Amzn Mktp U,-108.02,,Debit,043023 WellsFargo.pdf,Privacy.com - DUPLICATE
2023-04-06,Pwp Amzn Mktp U,-117.96,,Debit,043023 WellsFargo.pdf,Privacy.com - DUPLICATE
2023-04-06,Check 9000,-3258.35,325094.22,Debit,043023 WellsFargo.pdf,Check
2023-04-07,DD Doordash Bluebo,-17.23,,Debit,043023 WellsFargo.pdf,Food - Delivery
2023-04-07,Geico *Auto,-289.65,,Debit,043023 WellsFargo.pdf,Auto - Insurance
2023-04-07,Apple.Com/Bill,-25.98,,Debit,043023 WellsFargo.pdf,Apple Subscriptions
2023-04-07,Apple.Com/Bill,-6.99,,Debit,043023 WellsFargo.pdf,Apple Subscriptions
2023-04-07,Uber Eats,-31.58,,Debit,043023 WellsFargo.pdf,Food - Delivery
2023-04-07,Pwp Amzn Mktp U,-13.89,,Debit,043023 WellsFargo.pdf,Privacy.com - DUPLICATE
2023-04-07,Pwp Amzn Mktp U,-18.11,,Debit,043023 WellsFargo.pdf,Privacy.com - DUPLICATE
2023-04-07,Pwp Amzn Mktp U,-62.08,,Debit,043023 WellsFargo.pdf,Privacy.com - DUPLICATE
2023-04-07,Pwp Amazon.Com*,-193.04,,Debit,043023 WellsFargo.pdf,Privacy.com - DUPLICATE
2023-04-07,Pwp Amazon.Com*,-256.32,324179.35,Debit,043023 WellsFargo.pdf,Privacy.com - DUPLICATE
2023-04-10,Apple.Com/Bill,-71.96,,Debit,043023 WellsFargo.pdf,Apple Subscriptions
2023-04-10,Google *Google Sto,-1.99,,Debit,043023 WellsFargo.pdf,Google Storage
2023-04-10,Uber Eats,-84.91,,Debit,043023 WellsFargo.pdf,Food - Delivery
2023-04-10,Pasadena Parking,-3.00,,Debit,043023 WellsFargo.pdf,Parking
2023-04-10,Tesla Inc Supercharger,-6.09,,Debit,043023 WellsFargo.pdf,Auto - Charging
2023-04-10,Tesla Inc Supercharger,-4.06,,Debit,043023 WellsFargo.pdf,Auto - Charging
2023-04-10,LA City Parking ME,-0.75,,Debit,043023 WellsFargo.pdf,Parking
2023-04-10,Uber Eats,-155.57,,Debit,043023 WellsFargo.pdf,Food - Delivery
2023-04-10,Apple.Com/Bill,-24.99,,Debit,043023 WellsFargo.pdf,Apple Subscriptions
2023-04-10,DD Doordash Bluebo,-17.23,,Debit,043023 WellsFargo.pdf,Food - Delivery
2023-04-10,Apple.Com/Bill,-6.99,,Debit,043023 WellsFargo.pdf,Apple Subscriptions
2023-04-10,Ikea Burbank,-1053.02,,Debit,043023 WellsFargo.pdf,Home - Furniture
2023-04-10,Ikea Burbank,-1.09,,Debit,043023 WellsFargo.pdf,Home - Furniture
2023-04-10,Erewhon Market Stuido City,-44.33,,Debit,043023 WellsFargo.pdf,Food - Groceries
2023-04-10,Cvs/Pharmacy #0962,-13.28,,Debit,043023 WellsFargo.pdf,Shopping - Drugstore
2023-04-10,Pwp Google*Doma,-14.00,,Debit,043023 WellsFargo.pdf,Privacy.com - DUPLICATE - Domains
2023-04-10,Pwp Amzn Mktp U,-15.00,,Debit,043023 WellsFargo.pdf,Privacy.com - DUPLICATE
2023-04-10,Pwp Netflix.Com,-15.49,,Debit,043023 WellsFargo.pdf,Privacy.com - DUPLICATE - Entertainment
2023-04-10,Pwp Amazon.Com*,-31.83,,Debit,043023 WellsFargo.pdf,Privacy.com - DUPLICATE
2023-04-10,Pwp Amzn Mktp U,-37.51,,Debit,043023 WellsFargo.pdf,Privacy.com - DUPLICATE
2023-04-10,Pwp Amzn Mktp U,-87.91,,Debit,043023 WellsFargo.pdf,Privacy.com - DUPLICATE
2023-04-10,Pwp Amzn Mktp U,-364.64,,Debit,043023 WellsFargo.pdf,Privacy.com - DUPLICATE
2023-04-10,Pwp Amazon.Com*,-513.73,321609.98,Debit,043023 WellsFargo.pdf,Privacy.com - DUPLICATE
2023-04-11,DD Doordash Bluebo,-16.33,,Debit,043023 WellsFargo.pdf,Food - Delivery
2023-04-11,DD Doordash Bluebo,-17.23,,Debit,043023 WellsFargo.pdf,Food - Delivery
2023-04-11,Pwp Amazon.Com*,-33.98,,Debit,043023 WellsFargo.pdf,Privacy.com - DUPLICATE
2023-04-11,Pwp Amzn Mktp U,-34.00,,Debit,043023 WellsFargo.pdf,Privacy.com - DUPLICATE
2023-04-11,So Cal Edison CO Bill,-233.44,,Debit,043023 WellsFargo.pdf,Utilities - Electric
2023-04-11,Pwp Amzn Mktp U,-589.88,320685.12,Debit,043023 WellsFargo.pdf,Privacy.com - DUPLICATE
2023-04-12,Tesla Inc,-9.99,,Debit,043023 WellsFargo.pdf,Auto - Subscription
2023-04-12,Stash Capital (S ACH,-3.00,,Debit,043023 WellsFargo.pdf,Investment Fee
2023-04-12,So Cal Gas Paid,-38.00,,Debit,043023 WellsFargo.pdf,Utilities - Gas
