Date,Description,Amount,Balance,Type,Source,Notes
2023-10-02,Tst* Guerrilla Tac Los Angeles,-79.22,,Debit,103123 WellsFargo.pdf,Meals
2023-10-02,LA Piazza Los Angeles,-69.13,,Debit,103123 WellsFargo.pdf,Meals
2023-10-02,Laz Parking 670154 Los Angeles,-15.00,,Debit,103123 WellsFargo.pdf,Parking
2023-10-02,United 016233,-395.80,,Debit,103123 WellsFargo.pdf,Travel - Flight
2023-10-02,Priceln*Tvl Protec,-23.75,,Debit,103123 WellsFargo.pdf,Travel Insurance
2023-10-02,Tocaya Century Cit Los Angeles,-56.47,,Debit,103123 WellsFargo.pdf,Meals
2023-10-02,Doordash Dashpass,-9.99,,Debit,103123 WellsFargo.pdf,Subscription
2023-10-02,Eataly LA Catapult Los Angeles,-28.10,,Debit,103123 WellsFargo.pdf,Meals
2023-10-02,Sq *Blue Bottle CO Century City,-7.25,,Debit,103123 WellsFargo.pdf,Coffee
2023-10-02,Laz Parking 670880 Los Angeles,-14.00,,Debit,103123 WellsFargo.pdf,Parking
2023-10-02,Erewhon Pasadena,-45.96,,Debit,103123 WellsFargo.pdf,Groceries
2023-10-02,Uber Eats,-22.56,,Debit,103123 WellsFargo.pdf,Food Delivery
2023-10-02,Uber Eats,-20.08,,Debit,103123 WellsFargo.pdf,Food Delivery
2023-10-02,Uber Eats,-2.53,,Debit,103123 WellsFargo.pdf,Food Delivery
2023-10-02,Google*Gsuite Fake CC,-85.92,,Debit,103123 WellsFargo.pdf,Google Workspace
2023-10-02,Ipic* Pasadena,-46.00,,Debit,103123 WellsFargo.pdf,Entertainment - Movies
2023-10-02,The Home Depot #6037 Pasadena,-88.18,,Debit,103123 WellsFargo.pdf,Home Improvement
2023-10-02,Wholefds Pas 10108 Pasadena,-46.80,,Debit,103123 WellsFargo.pdf,Groceries
2023-10-02,Spirit Halloween 61297 Pasadena,-41.36,,Debit,103123 WellsFargo.pdf,Halloween
2023-10-02,Tesla Inc Supercharger,-8.19,,Debit,103123 WellsFargo.pdf,EV Charging
2023-10-02,Pwp Apple.Com/B,-1.99,,Debit,103123 WellsFargo.pdf,Privacy.com - DUPLICATE
2023-10-02,Pwp Twitter Pai,-8.00,,Debit,103123 WellsFargo.pdf,Privacy.com - DUPLICATE - Twitter Blue
2023-10-02,Pwp Chatgpt Sub,-20.00,,Debit,103123 WellsFargo.pdf,Privacy.com - DUPLICATE - AI Tools
2023-10-02,Pwp Ecm A Lega,-29.00,,Debit,103123 WellsFargo.pdf,Privacy.com - DUPLICATE
2023-10-02,Pwp Sentry,-29.00,,Debit,103123 WellsFargo.pdf,Privacy.com - DUPLICATE - Error Tracking
2023-10-02,Pwp Quicknode,-49.00,,Debit,103123 WellsFargo.pdf,Privacy.com - DUPLICATE - Blockchain API
2023-10-02,Mortgage Serv CT Mtg Paymt,-4353.67,283151.17,Debit,103123 WellsFargo.pdf,Mortgage
2023-10-03,DD Doordash Bluebo,-33.35,,Debit,103123 WellsFargo.pdf,Food Delivery
2023-10-03,Erewhon Pasadena,-37.20,,Debit,103123 WellsFargo.pdf,Groceries
2023-10-03,Nugget Casino Reso Sparks NV,-113.49,,Debit,103123 WellsFargo.pdf,Travel - Reno
2023-10-03,Laz Parking 670512 Pasadena,-10.00,,Debit,103123 WellsFargo.pdf,Parking
2023-10-03,Uber Eats,-28.68,,Debit,103123 WellsFargo.pdf,Food Delivery
2023-10-03,Uber Eats,-24.27,,Debit,103123 WellsFargo.pdf,Food Delivery
2023-10-03,Pwp Amzn Mktp U,-7.39,,Debit,103123 WellsFargo.pdf,Privacy.com - DUPLICATE
2023-10-03,Pwp Amzn Mktp U,-9.64,,Debit,103123 WellsFargo.pdf,Privacy.com - DUPLICATE
2023-10-03,Pwp Amzn Mktp U,-37.52,,Debit,103123 WellsFargo.pdf,Privacy.com - DUPLICATE
2023-10-03,Pwp Amzn Mktp U,-227.25,282622.38,Debit,103123 WellsFargo.pdf,Privacy.com - DUPLICATE
2023-10-04,Ipic Pasadena,-42.45,,Debit,103123 WellsFargo.pdf,Entertainment - Movies
2023-10-04,DD Doordash Bluebo,-18.70,,Debit,103123 WellsFargo.pdf,Food Delivery
2023-10-04,Wholefds Arr 10237 Pasadena (with $20 cash back),-32.64,,Debit,103123 WellsFargo.pdf,Groceries
2023-10-04,Pwp Amzn Mktp U,-10.71,,Debit,103123 WellsFargo.pdf,Privacy.com - DUPLICATE
2023-10-04,Pwp Google*Doma,-12.00,,Debit,103123 WellsFargo.pdf,Privacy.com - DUPLICATE - Domain
2023-10-04,Pwp Amazon.Com*,-20.25,,Debit,103123 WellsFargo.pdf,Privacy.com - DUPLICATE
