Date,Description,Amount,Balance,Type,Category,Source,Notes
2022-07-01,Purchase Return - Best Buy 0000 Thousand Oaks CA,80.1,,Credit,,2022-07_wells-fargo_checking.csv,
2022-07-01,Purchase - Uber Trip Help.Uber.Com CA,-59.62,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-01,Pwp Amazon Tips Privacycom,-7.0,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-01,Pwp Amzn Mktp U Privacycom,-32.16,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-01,Pwp Amzn Mktp U Privacycom,-136.2,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-01,Pwp Amazon.Com* Privacycom,-231.73,201994.75,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-05,Purchase - Apple.Com/Bill 866-712-7753 CA,-3.98,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-05,Purchase - Sp Shopdoodles * S Shop.Doodles. WY,-774.31,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-05,Purchase - Sp Shopdoodles * S Shop.Doodles. WY,-202.79,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-05,Purchase - Erewhon Market Stuido City CA,-39.73,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-05,Recurring Payment - Apple.Com/Bill 408-974-1010 CA,-14.99,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-05,Zelle to Ricky,-260.0,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-05,Zelle to Ricky,-200.0,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-05,Purchase - Uber Eats Help.Uber.Com CA,-103.07,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-05,Mortgage Serv CT Mtg Paymt 070122,-5000.0,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-05,Pwp Amazon Tips Privacycom,-7.0,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-05,Pwp Amazon.Com* Privacycom,-7.28,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-05,Pwp Amazon Tips Privacycom,-10.0,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-05,Pwp Amazon.Com* Privacycom,-41.08,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-05,Pwp Amzn Mktp U Privacycom,-87.17,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-05,Pwp Quicknode A Privacycom,-99.0,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-05,Pwp Amzn Mktp U Privacycom,-108.11,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-05,Pwp Amazon.Com* Privacycom,-140.36,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-05,Pwp Amzn Mktp U Privacycom,-171.54,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-05,Pwp Amzn Mktp U Privacycom,-328.16,194396.18,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-06,WT Fed - Jpmorgan Chase Ban - Popstand Inc,5000.0,,Credit,,2022-07_wells-fargo_checking.csv,
2022-07-06,Wire Trans Svc Charge,-15.0,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-06,Purchase - Pymnts Dapper Online Gbr,-295.04,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-06,Purchase - Pymnts Dapper Online Gbr,-351.88,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-06,Purchase - Uber Trip Help.Uber.Com CA,-60.61,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-06,Purchase - Uber Eats Help.Uber.Com CA,-61.5,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-06,So Cal Gas Paid,-43.0,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-06,Chase Credit Crd Epay,-3338.37,195230.78,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-07,Purchase - Laz Parking 670600 Pasadena CA,-10.0,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-07,Pwp Amazon.Com* Privacycom,-25.7,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-07,Pwp Amazon.Com* Privacycom,-34.3,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-07,Pwp Amazon.Com* Privacycom,-89.85,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-07,Business to Business ACH Debit - Lowes Brc CC Lowtelpay,-347.33,194723.60,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-08,WT Fed - Jpmorgan Chase Ban - Popstand Inc,2500.0,,Credit,,2022-07_wells-fargo_checking.csv,
2022-07-08,Wire Trans Svc Charge,-15.0,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-08,Purchase - Tst* Sushi Roku - Pasadena CA,-119.83,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-08,Purchase - Kumadori Sushi Glendale CA,-182.98,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-08,Purchase - Kumadori Sushi Glendale CA,-3.86,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-08,Pwp Amazon Tips Privacycom,-7.0,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-08,Pwp Google*Doma Privacycom,-30.0,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-08,Pwp Amzn Mktp U Privacycom,-44.34,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-08,Pwp Amzn Mktp U Privacycom,-52.42,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-08,Pwp Amazon.Com* Privacycom,-121.23,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-08,Pwp Amzn Mktp U Privacycom,-164.07,196482.87,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-11,Purchase - Apple.Com/Bill 866-712-7753 CA,-51.97,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-11,Recurring Payment - Apple.Com/Bill 408-974-1010 CA,-27.98,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-11,Purchase - Google *Google Sto 855-836-3987 CA,-1.99,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-11,Purchase - Uber Trip Help.Uber.Com CA,-58.62,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-11,Recurring Payment - Apple.Com/Bill 408-974-1010 CA,-4.99,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-11,Pwp Amazon Tips Privacycom,-10.0,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-11,Pwp Amazon.Com* Privacycom,-11.19,,Debit,,2022-07_wells-fargo_checking.csv,
2022-07-11,Pwp Amzn Mktp U Privacycom,-12.84,,Debit,,2022-07_wells-fargo_checking.csv,
