Date,Description,Amount,Balance,Type,Category,Source,Notes
2022-09-01,Purchase - Apple.Com/Bill 866-712-7753 CA,-82.96,,Debit,,2022-09_wells-fargo_checking.csv,
2022-09-01,Purchase - Apple.Com/Bill 866-712-7753 CA,-74.99,,Debit,,2022-09_wells-fargo_checking.csv,
2022-09-01,Purchase - Target 0000 Pasadena CA,-185.3,,Debit,,2022-09_wells-fargo_checking.csv,
2022-09-01,Purchase - Wholefds Arr 10237 Pasadena CA,-16.99,,Debit,,2022-09_wells-fargo_checking.csv,
2022-09-01,Purchase - Tesla Inc Supercha 877-7983752 CA,-9.14,,Debit,,2022-09_wells-fargo_checking.csv,
2022-09-01,Purchase - Laz Parking 670600 Pasadena CA,-10.0,,Debit,,2022-09_wells-fargo_checking.csv,
2022-09-01,Pwp Dnh*Godaddy Privacycom,-24.99,,Debit,,2022-09_wells-fargo_checking.csv,
2022-09-01,Mortgage Serv CT Mtg Paymt 090122,-5000.0,254218.32,Debit,,2022-09_wells-fargo_checking.csv,
2022-09-02,Purchase - Pasadena Parking - Pasadena CA,-3.0,,Debit,,2022-09_wells-fargo_checking.csv,
2022-09-02,Purchase - Tst* Sushi Roku - Pasadena CA,-123.74,,Debit,,2022-09_wells-fargo_checking.csv,
2022-09-02,Pwp Amazon.Com* Privacycom,-90.09,254001.49,Debit,,2022-09_wells-fargo_checking.csv,
2022-09-06,WT Fed - Jpmorgan Chase Ban - Popstand Inc,3000.0,,Credit,,2022-09_wells-fargo_checking.csv,
2022-09-06,Legal Order Debit - Franchise Tax Board,-96.87,,Debit,,2022-09_wells-fargo_checking.csv,
2022-09-06,Wire Trans Svc Charge,-15.0,,Debit,,2022-09_wells-fargo_checking.csv,
2022-09-06,Purchase - Sp Vapor95 Vapor95.Com NJ,-47.02,,Debit,,2022-09_wells-fargo_checking.csv,
2022-09-06,Purchase - Geico *Nonrecurrin 800-841-3000 DC,-270.07,,Debit,,2022-09_wells-fargo_checking.csv,
2022-09-06,Purchase - Pymnts Dapper Online Gbr,-184.52,,Debit,,2022-09_wells-fargo_checking.csv,
2022-09-06,Purchase - Pymnts Dapper Online Gbr,-203.46,,Debit,,2022-09_wells-fargo_checking.csv,
2022-09-06,Purchase - Wholefds Val 10178 Santa Clarita CA,-20.53,,Debit,,2022-09_wells-fargo_checking.csv,
2022-09-06,Purchase - Apple.Com/Bill 866-712-7753 CA,-89.98,,Debit,,2022-09_wells-fargo_checking.csv,
2022-09-06,Purchase - Uber Eats Help.Uber.Com CA,-151.31,,Debit,,2022-09_wells-fargo_checking.csv,
2022-09-06,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,-74.99,,Debit,,2022-09_wells-fargo_checking.csv,
2022-09-06,Purchase - Wholefds Arr 10237 Pasadena CA,-58.97,,Debit,,2022-09_wells-fargo_checking.csv,
2022-09-06,Purchase - Equinox #701 8663326549 CA,-170.83,,Debit,,2022-09_wells-fargo_checking.csv,
2022-09-06,Purchase - Tesla Inc Supercha 877-7983752 CA,-6.61,,Debit,,2022-09_wells-fargo_checking.csv,
2022-09-06,Purchase - Warby Parker 888-4927297 NY,-104.74,,Debit,,2022-09_wells-fargo_checking.csv,
2022-09-06,Purchase - Ipic* Pasadena WWW.Ipic.Com FL,-43.5,,Debit,,2022-09_wells-fargo_checking.csv,
2022-09-06,Purchase - Laz Parking 670600 Pasadena CA,-10.0,,Debit,,2022-09_wells-fargo_checking.csv,
2022-09-06,Pwp Amazon Tips Privacycom,-7.0,,Debit,,2022-09_wells-fargo_checking.csv,
2022-09-06,Pwp Dnh*Godaddy Privacycom,-9.63,,Debit,,2022-09_wells-fargo_checking.csv,
2022-09-06,Pwp Amazon Tips Privacycom,-10.0,,Debit,,2022-09_wells-fargo_checking.csv,
